GEMS Station Number,Date,Time,0.3,Parameter,0,,Value,Unit,Fair
DEU01602,2023-10-04,00:00,0.3,pH,0,,7.5,---,Fair
DEU01602,2023-01-10,00:00,0.3,TEMP,0,,6.0,°C,Fair
DEU01602,2023-02-07,00:00,0.3,O2-Dis,0,,14.2,mg/l,Fair
DEU01602,2023-02-07,00:00,0.3,pH,0,,7.6,---,Fair
DEU01602,2023-03-07,00:00,0.3,O2-Dis,0,,12.8,mg/l,Fair
DEU01602,2023-03-07,00:00,0.3,pH,0,,7.62,---,Fair
DEU01602,2023-05-09,00:00,0.3,TEMP,0,,14.7,°C,Fair
DEU01602,2023-07-11,00:00,0.3,O2-Dis,0,,8.8,mg/l,Fair
DEU01602,2023-07-25,00:00,0.3,TEMP,0,,21.8,°C,Fair
DEU01602,2023-11-07,00:00,0.3,TEMP,0,,10.8,°C,Fair
DEU01602,2023-11-07,00:00,0.3,pH,0,,7.3,---,Fair
DEU01602,2023-12-05,00:00,0.3,O2-Dis,0,,12.7,mg/l,Fair
DEU01602,2023-12-05,00:00,0.3,pH,0,,7.2,---,Fair
DEU01602,2023-03-07,00:00,0.3,TEMP,0,,4.4,°C,Fair
DEU01602,2023-04-04,00:00,0.3,TEMP,0,,7.9,°C,Fair
DEU01602,2023-05-09,00:00,0.3,O2-Dis,0,,10.1,mg/l,Fair
DEU01602,2023-06-06,00:00,0.3,TEMP,0,,20.4,°C,Fair
DEU01602,2023-07-11,00:00,0.3,TEMP,0,,24.8,°C,Fair
DEU01602,2023-07-11,00:00,0.3,pH,0,,7.7,---,Fair
DEU01602,2023-09-05,00:00,0.3,TEMP,0,,22.3,°C,Fair
DEU01603,2023-01-16,00:00,0.3,TEMP,0,,7.3,°C,Fair
DEU01603,2023-05-22,00:00,0.3,TEMP,0,,17.4,°C,Fair
DEU01603,2023-05-22,00:00,0.3,pH,0,,8.2,---,Fair
DEU01603,2023-10-17,00:00,0.3,TEMP,0,,11.7,°C,Fair
DEU01603,2023-01-16,00:00,0.3,O2-Dis,0,,12.0,mg/l,Fair
DEU01603,2023-02-21,00:00,0.3,TEMP,0,,8.7,°C,Fair
DEU01603,2023-02-21,00:00,0.3,O2-Dis,0,,11.7,mg/l,Fair
DEU01603,2023-02-21,00:00,0.3,pH,0,,7.9,---,Fair
DEU01603,2023-04-03,00:00,0.3,O2-Dis,0,,11.6,mg/l,Fair
DEU01603,2023-04-03,00:00,0.3,pH,0,,8.2,---,Fair
DEU01603,2023-06-26,00:00,0.3,TEMP,0,,21.3,°C,Fair
DEU01603,2023-08-14,00:00,0.3,pH,0,,8.2,---,Fair
DEU01603,2023-04-03,00:00,0.3,TEMP,0,,8.4,°C,Fair
DEU01603,2023-06-26,00:00,0.3,O2-Dis,0,,7.2,mg/l,Fair
DEU01603,2023-06-26,00:00,0.3,pH,0,,7.8,---,Fair
DEU01603,2023-08-14,00:00,0.3,TEMP,0,,18.3,°C,Fair
DEU01603,2023-09-19,00:00,0.3,pH,0,,8.0,---,Fair
DEU01603,2023-10-17,00:00,0.3,pH,0,,8.0,---,Fair
DEU01603,2023-11-20,00:00,0.3,O2-Dis,0,,11.2,mg/l,Fair
DEU01603,2023-11-20,00:00,0.3,pH,0,,8.0,---,Fair
DEU01603,2023-01-16,00:00,0.3,pH,0,,7.9,---,Fair
DEU01603,2023-05-22,00:00,0.3,O2-Dis,0,,8.7,mg/l,Fair
DEU01603,2023-08-14,00:00,0.3,O2-Dis,0,,7.7,mg/l,Fair
DEU01603,2023-09-19,00:00,0.3,TEMP,0,,17.3,°C,Fair
DEU01603,2023-09-19,00:00,0.3,O2-Dis,0,,8.2,mg/l,Fair
DEU01603,2023-10-17,00:00,0.3,O2-Dis,0,,9.5,mg/l,Fair
DEU01603,2023-11-20,00:00,0.3,TEMP,0,,8.1,°C,Fair
DEU01604,2023-04-03,00:00,0.3,O2-Dis,0,,11.6,mg/l,Fair
DEU01604,2023-05-22,00:00,0.3,pH,0,,8.1,---,Fair
DEU01604,2023-09-18,00:00,0.3,TEMP,0,,18.5,°C,Fair
DEU01604,2023-10-16,00:00,0.3,O2-Dis,0,,9.4,mg/l,Fair
DEU01604,2023-10-16,00:00,0.3,pH,0,,7.9,---,Fair
DEU01604,2023-02-21,00:00,0.3,pH,0,,8.2,---,Fair
DEU01604,2023-04-03,00:00,0.3,pH,0,,8.0,---,Fair
DEU01604,2023-06-26,00:00,0.3,pH,0,,7.9,---,Fair
DEU01604,2023-09-18,00:00,0.3,O2-Dis,0,,8.5,mg/l,Fair
DEU01604,2023-01-16,00:00,0.3,pH,0,,8.2,---,Fair
DEU01604,2023-06-26,00:00,0.3,TEMP,0,,22.3,°C,Fair
DEU01604,2023-06-26,00:00,0.3,O2-Dis,0,,8.3,mg/l,Fair
DEU01604,2023-08-14,00:00,0.3,TEMP,0,,18.4,°C,Fair
DEU01604,2023-10-16,00:00,0.3,TEMP,0,,13.0,°C,Fair
DEU01604,2023-11-28,00:00,0.3,TEMP,0,,5.4,°C,Fair
DEU01604,2023-01-16,00:00,0.3,TEMP,0,,6.7,°C,Fair
DEU01604,2023-01-16,00:00,0.3,O2-Dis,0,,9.2,mg/l,Fair
DEU01604,2023-02-21,00:00,0.3,TEMP,0,,8.2,°C,Fair
DEU01604,2023-04-03,00:00,0.3,TEMP,0,,8.9,°C,Fair
DEU01604,2023-05-22,00:00,0.3,O2-Dis,0,,9.2,mg/l,Fair
DEU01604,2023-08-14,00:00,0.3,O2-Dis,0,,8.9,mg/l,Fair
DEU01604,2023-11-28,00:00,0.3,O2-Dis,0,,11.7,mg/l,Fair
DEU01604,2023-11-28,00:00,0.3,pH,0,,8.3,---,Fair
DEU01604,2023-02-21,00:00,0.3,O2-Dis,0,,11.8,mg/l,Fair
DEU01604,2023-05-22,00:00,0.3,TEMP,0,,17.3,°C,Fair
DEU01604,2023-08-14,00:00,0.3,pH,0,,7.9,---,Fair
DEU01604,2023-09-18,00:00,0.3,pH,0,,8.0,---,Fair
DEU01605,2023-08-08,00:00,0.3,TEMP,0,,18.3,°C,Fair
DEU01605,2023-10-04,00:00,0.3,pH,0,,8.0,---,Fair
DEU01605,2023-03-07,00:00,0.3,O2-Dis,0,,12.2,mg/l,Fair
DEU01605,2023-05-09,00:00,0.3,TEMP,0,,19.0,°C,Fair
DEU01605,2023-05-09,00:00,0.3,O2-Dis,0,,9.5,mg/l,Fair
DEU01605,2023-06-06,00:00,0.3,TEMP,0,,20.0,°C,Fair
DEU01605,2023-06-06,00:00,0.3,pH,0,,8.1,---,Fair
DEU01605,2023-01-10,00:00,0.3,O2-Dis,0,,11.8,mg/l,Fair
DEU01605,2023-04-04,00:00,0.3,pH,0,,8.1,---,Fair
DEU01605,2023-07-11,00:00,0.3,TEMP,0,,23.8,°C,Fair
DEU01605,2023-07-24,00:00,0.3,O2-Dis,0,,8.2,mg/l,Fair
DEU01605,2023-08-08,00:00,0.3,O2-Dis,0,,8.5,mg/l,Fair
DEU01605,2023-09-05,00:00,0.3,TEMP,0,,18.5,°C,Fair
DEU01605,2023-09-05,00:00,0.3,O2-Dis,0,,9.0,mg/l,Fair
DEU01605,2023-10-04,00:00,0.3,O2-Dis,0,,8.8,mg/l,Fair
DEU01605,2023-11-07,00:00,0.3,TEMP,0,,10.5,°C,Fair
DEU01605,2023-08-08,00:00,0.3,pH,0,,7.9,---,Fair
DEU01605,2023-11-07,00:00,0.3,O2-Dis,0,,10.0,mg/l,Fair
DEU01605,2023-12-05,00:00,0.3,TEMP,0,,2.3,°C,Fair
DEU01605,2023-12-05,00:00,0.3,pH,0,,8.0,---,Fair
DEU01605,2023-01-10,00:00,0.3,pH,0,,8.1,---,Fair
DEU01605,2023-02-07,00:00,0.3,O2-Dis,0,,13.4,mg/l,Fair
DEU01605,2023-03-07,00:00,0.3,TEMP,0,,4.2,°C,Fair
DEU01605,2023-03-07,00:00,0.3,pH,0,,8.1,---,Fair
DEU01605,2023-04-04,00:00,0.3,O2-Dis,0,,11.7,mg/l,Fair
DEU01605,2023-06-06,00:00,0.3,O2-Dis,0,,9.4,mg/l,Fair
DEU01605,2023-02-07,00:00,0.3,TEMP,0,,3.1,°C,Fair
DEU01605,2023-05-09,00:00,0.3,pH,0,,8.2,---,Fair
DEU01605,2023-07-11,00:00,0.3,O2-Dis,0,,9.7,mg/l,Fair
DEU01605,2023-01-10,00:00,0.3,TEMP,0,,7.2,°C,Fair
DEU01605,2023-02-07,00:00,0.3,pH,0,,8.2,---,Fair
DEU01605,2023-04-04,00:00,0.3,TEMP,0,,8.3,°C,Fair
DEU01605,2023-07-11,00:00,0.3,pH,0,,8.1,---,Fair
DEU01605,2023-07-24,00:00,0.3,TEMP,0,,20.5,°C,Fair
DEU01605,2023-07-24,00:00,0.3,pH,0,,7.9,---,Fair
DEU01605,2023-09-05,00:00,0.3,pH,0,,8.0,---,Fair
DEU01605,2023-10-04,00:00,0.3,TEMP,0,,17.0,°C,Fair
DEU01605,2023-11-07,00:00,0.3,pH,0,,8.1,---,Fair
DEU01605,2023-12-05,00:00,0.3,O2-Dis,0,,11.9,mg/l,Fair
DEU01606,2023-01-24,00:00,0.3,pH,0,,8.2,---,Fair
DEU01606,2023-02-09,00:00,0.3,pH,0,,8.4,---,Fair
DEU01606,2023-03-09,00:00,0.3,O2-Dis,0,,12.2,mg/l,Fair
DEU01606,2023-04-13,00:00,0.3,TEMP,0,,10.8,°C,Fair
DEU01606,2023-06-28,00:00,0.3,TEMP,0,,21.2,°C,Fair
DEU01606,2023-06-28,00:00,0.3,O2-Dis,0,,7.3,mg/l,Fair
DEU01606,2023-06-28,00:00,0.3,pH,0,,8.0,---,Fair
DEU01606,2023-08-17,00:00,0.3,TEMP,0,,21.0,°C,Fair
DEU01606,2023-09-25,00:00,0.3,TEMP,0,,14.8,°C,Fair
DEU01606,2023-09-25,00:00,0.3,pH,0,,8.0,---,Fair
DEU01606,2023-10-26,00:00,0.3,TEMP,0,,11.7,°C,Fair
DEU01606,2023-02-09,00:00,0.3,TEMP,0,,2.1,°C,Fair
DEU01606,2023-03-09,00:00,0.3,TEMP,0,,4.6,°C,Fair
DEU01606,2023-03-09,00:00,0.3,pH,0,,8.2,---,Fair
DEU01606,2023-05-23,00:00,0.3,O2-Dis,0,,8.9,mg/l,Fair
DEU01606,2023-08-17,00:00,0.3,pH,0,,8.0,---,Fair
DEU01606,2023-10-26,00:00,0.3,O2-Dis,0,,9.2,mg/l,Fair
DEU01606,2023-01-24,00:00,0.3,O2-Dis,0,,10.2,mg/l,Fair
DEU01606,2023-02-09,00:00,0.3,O2-Dis,0,,13.2,mg/l,Fair
DEU01606,2023-04-13,00:00,0.3,O2-Dis,0,,10.6,mg/l,Fair
DEU01606,2023-04-13,00:00,0.3,pH,0,,8.1,---,Fair
DEU01606,2023-05-23,00:00,0.3,TEMP,0,,17.6,°C,Fair
DEU01606,2023-09-25,00:00,0.3,O2-Dis,0,,8.9,mg/l,Fair
DEU01606,2023-01-24,00:00,0.3,TEMP,0,,4.0,°C,Fair
DEU01606,2023-05-23,00:00,0.3,pH,0,,8.1,---,Fair
DEU01606,2023-08-17,00:00,0.3,O2-Dis,0,,6.4,mg/l,Fair
DEU01606,2023-10-26,00:00,0.3,pH,0,,7.7,---,Fair
DEU01607,2023-01-19,00:00,0.3,TEMP,0,,4.0,°C,Fair
DEU01607,2023-02-22,00:00,0.3,TEMP,0,,8.1,°C,Fair
DEU01607,2023-05-03,00:00,0.3,pH,0,,7.9,---,Fair
DEU01607,2023-01-19,00:00,0.3,O2-Dis,0,,8.9,mg/l,Fair
DEU01607,2023-05-03,00:00,0.3,O2-Dis,0,,8.4,mg/l,Fair
DEU01607,2023-08-23,00:00,0.3,TEMP,0,,23.9,°C,Fair
DEU01607,2023-10-26,00:00,0.3,TEMP,0,,13.2,°C,Fair
DEU01607,2023-01-19,00:00,0.3,pH,0,,8.4,---,Fair
DEU01607,2023-02-22,00:00,0.3,O2-Dis,0,,11.2,mg/l,Fair
DEU01607,2023-06-20,00:00,0.3,pH,0,,7.8,---,Fair
DEU01607,2023-09-26,00:00,0.3,O2-Dis,0,,5.7,mg/l,Fair
DEU01607,2023-02-22,00:00,0.3,pH,0,,7.8,---,Fair
DEU01607,2023-04-12,00:00,0.3,pH,0,,7.2,---,Fair
DEU01607,2023-05-03,00:00,0.3,TEMP,0,,12.7,°C,Fair
DEU01607,2023-06-20,00:00,0.3,O2-Dis,0,,8.5,mg/l,Fair
DEU01607,2023-08-23,00:00,0.3,O2-Dis,0,,7.5,mg/l,Fair
DEU01607,2023-10-26,00:00,0.3,O2-Dis,0,,7.9,mg/l,Fair
DEU01607,2023-04-12,00:00,0.3,TEMP,0,,10.1,°C,Fair
DEU01607,2023-04-12,00:00,0.3,O2-Dis,0,,10.4,mg/l,Fair
DEU01607,2023-06-20,00:00,0.3,TEMP,0,,21.6,°C,Fair
DEU01607,2023-08-23,00:00,0.3,pH,0,,7.7,---,Fair
DEU01607,2023-09-26,00:00,0.3,TEMP,0,,15.5,°C,Fair
DEU01607,2023-09-26,00:00,0.3,pH,0,,7.9,---,Fair
DEU01607,2023-10-26,00:00,0.3,pH,0,,7.9,---,Fair
DEU01608,2023-02-07,00:00,0.3,pH,0,,7.7,---,Fair
DEU01608,2023-09-05,00:00,0.3,O2-Dis,0,,8.6,mg/l,Fair
DEU01608,2023-10-04,00:00,0.3,TEMP,0,,17.1,°C,Fair
DEU01608,2023-10-04,00:00,0.3,pH,0,,8.0,---,Fair
DEU01608,2023-11-07,00:00,0.3,O2-Dis,0,,9.6,mg/l,Fair
DEU01608,2023-04-04,00:00,0.3,O2-Dis,0,,12.0,mg/l,Fair
DEU01608,2023-05-09,00:00,0.3,O2-Dis,0,,9.9,mg/l,Fair
DEU01608,2023-10-04,00:00,0.3,O2-Dis,0,,11.0,mg/l,Fair
DEU01608,2023-12-05,00:00,0.3,TEMP,0,,1.6,°C,Fair
DEU01608,2023-12-05,00:00,0.3,O2-Dis,0,,13.7,mg/l,Fair
DEU01608,2023-02-07,00:00,0.3,TEMP,0,,2.5,°C,Fair
DEU01608,2023-02-07,00:00,0.3,O2-Dis,0,,14.0,mg/l,Fair
DEU01608,2023-03-07,00:00,0.3,TEMP,0,,4.3,°C,Fair
DEU01608,2023-05-09,00:00,0.3,pH,0,,8.1,---,Fair
DEU01608,2023-06-06,00:00,0.3,pH,0,,7.9,---,Fair
DEU01608,2023-07-11,00:00,0.3,TEMP,0,,23.3,°C,Fair
DEU01608,2023-07-11,00:00,0.3,pH,0,,8.2,---,Fair
DEU01608,2023-08-08,00:00,0.3,O2-Dis,0,,9.2,mg/l,Fair
DEU01608,2023-12-05,00:00,0.3,pH,0,,7.8,---,Fair
DEU01608,2023-01-10,00:00,0.3,TEMP,0,,6.3,°C,Fair
DEU01608,2023-01-10,00:00,0.3,O2-Dis,0,,11.9,mg/l,Fair
DEU01608,2023-04-04,00:00,0.3,pH,0,,8.3,---,Fair
DEU01608,2023-06-06,00:00,0.3,TEMP,0,,20.9,°C,Fair
DEU01608,2023-06-06,00:00,0.3,O2-Dis,0,,9.1,mg/l,Fair
DEU01608,2023-11-07,00:00,0.3,TEMP,0,,10.0,°C,Fair
DEU01608,2023-01-10,00:00,0.3,pH,0,,8.0,---,Fair
DEU01608,2023-03-07,00:00,0.3,O2-Dis,0,,16.8,mg/l,Fair
DEU01608,2023-03-07,00:00,0.3,pH,0,,8.2,---,Fair
DEU01608,2023-04-04,00:00,0.3,TEMP,0,,8.0,°C,Fair
DEU01608,2023-05-09,00:00,0.3,TEMP,0,,14.9,°C,Fair
DEU01608,2023-07-11,00:00,0.3,O2-Dis,0,,9.0,mg/l,Fair
DEU01608,2023-08-08,00:00,0.3,TEMP,0,,18.9,°C,Fair
DEU01608,2023-08-08,00:00,0.3,pH,0,,8.2,---,Fair
DEU01608,2023-09-05,00:00,0.3,TEMP,0,,21.3,°C,Fair
DEU01608,2023-09-05,00:00,0.3,pH,0,,7.8,---,Fair
DEU01608,2023-11-07,00:00,0.3,pH,0,,7.9,---,Fair
DEU01609,2023-01-10,00:00,0.3,O2-Dis,0,,10.5,mg/l,Fair
DEU01609,2023-02-07,00:00,0.3,pH,0,,7.7,---,Fair
DEU01609,2023-03-07,00:00,0.3,TEMP,0,,4.8,°C,Fair
DEU01609,2023-03-07,00:00,0.3,pH,0,,7.8,---,Fair
DEU01609,2023-04-04,00:00,0.3,pH,0,,7.9,---,Fair
DEU01609,2023-05-09,00:00,0.3,pH,0,,7.7,---,Fair
DEU01609,2023-07-11,00:00,0.3,pH,0,,7.6,---,Fair
DEU01609,2023-08-08,00:00,0.3,pH,0,,7.7,---,Fair
DEU01609,2023-09-05,00:00,0.3,TEMP,0,,18.8,°C,Fair
DEU01609,2023-10-04,00:00,0.3,O2-Dis,0,,9.1,mg/l,Fair
DEU01609,2023-10-04,00:00,0.3,pH,0,,7.6,---,Fair
DEU01609,2023-11-07,00:00,0.3,pH,0,,7.6,---,Fair
DEU01609,2023-09-05,00:00,0.3,O2-Dis,0,,7.0,mg/l,Fair
DEU01609,2023-09-05,00:00,0.3,pH,0,,7.6,---,Fair
DEU01609,2023-11-07,00:00,0.3,O2-Dis,0,,8.8,mg/l,Fair
DEU01609,2023-12-05,00:00,0.3,O2-Dis,0,,12.1,mg/l,Fair
DEU01609,2023-02-07,00:00,0.3,TEMP,0,,2.2,°C,Fair
DEU01609,2023-02-07,00:00,0.3,O2-Dis,0,,11.7,mg/l,Fair
DEU01609,2023-04-04,00:00,0.3,TEMP,0,,7.5,°C,Fair
DEU01609,2023-05-09,00:00,0.3,TEMP,0,,13.7,°C,Fair
DEU01609,2023-07-11,00:00,0.3,O2-Dis,0,,8.1,mg/l,Fair
DEU01609,2023-01-10,00:00,0.3,TEMP,0,,7.1,°C,Fair
DEU01609,2023-01-10,00:00,0.3,pH,0,,7.7,---,Fair
DEU01609,2023-07-11,00:00,0.3,TEMP,0,,21.6,°C,Fair
DEU01609,2023-08-08,00:00,0.3,O2-Dis,0,,7.9,mg/l,Fair
DEU01609,2023-10-04,00:00,0.3,TEMP,0,,18.0,°C,Fair
DEU01609,2023-12-05,00:00,0.3,TEMP,0,,1.4,°C,Fair
DEU01609,2023-12-05,00:00,0.3,pH,0,,7.6,---,Fair
DEU01609,2023-03-07,00:00,0.3,O2-Dis,0,,11.8,mg/l,Fair
DEU01609,2023-04-04,00:00,0.3,O2-Dis,0,,11.6,mg/l,Fair
DEU01609,2023-05-09,00:00,0.3,O2-Dis,0,,8.7,mg/l,Fair
DEU01609,2023-08-08,00:00,0.3,TEMP,0,,16.9,°C,Fair
DEU01609,2023-11-07,00:00,0.3,TEMP,0,,9.6,°C,Fair
DEU01610,2023-01-23,00:00,0.3,O2-Dis,0,,12.7,mg/l,Fair
DEU01610,2023-05-30,00:00,0.3,TEMP,0,,17.6,°C,Fair
DEU01610,2023-05-30,00:00,0.3,O2-Dis,0,,9.2,mg/l,Fair
DEU01610,2023-03-27,00:00,0.3,pH,0,,7.9,---,Fair
DEU01610,2023-06-27,00:00,0.3,O2-Dis,0,,8.3,mg/l,Fair
DEU01610,2023-06-27,00:00,0.3,pH,0,,7.6,---,Fair
DEU01610,2023-08-15,00:00,0.3,TEMP,0,,22.1,°C,Fair
DEU01610,2023-09-14,00:00,0.3,O2-Dis,0,,8.5,mg/l,Fair
DEU01610,2023-09-14,00:00,0.3,pH,0,,7.7,---,Fair
DEU01610,2023-01-23,00:00,0.3,pH,0,,7.8,---,Fair
DEU01610,2023-03-27,00:00,0.3,TEMP,0,,8.9,°C,Fair
DEU01610,2023-04-25,00:00,0.3,O2-Dis,0,,10.8,mg/l,Fair
DEU01610,2023-06-27,00:00,0.3,TEMP,0,,20.9,°C,Fair
DEU01610,2023-08-15,00:00,0.3,O2-Dis,0,,5.9,mg/l,Fair
DEU01610,2023-09-14,00:00,0.3,TEMP,0,,19.0,°C,Fair
DEU01610,2023-11-08,00:00,0.3,TEMP,0,,9.8,°C,Fair
DEU01610,2023-11-08,00:00,0.3,O2-Dis,0,,7.9,mg/l,Fair
DEU01610,2023-04-25,00:00,0.3,TEMP,0,,12.4,°C,Fair
DEU01610,2023-04-25,00:00,0.3,pH,0,,7.8,---,Fair
DEU01610,2023-05-30,00:00,0.3,pH,0,,7.7,---,Fair
DEU01610,2023-07-20,00:00,0.3,O2-Dis,0,,6.8,mg/l,Fair
DEU01610,2023-10-11,00:00,0.3,TEMP,0,,15.6,°C,Fair
DEU01610,2023-11-08,00:00,0.3,pH,0,,7.5,---,Fair
DEU01610,2023-01-23,00:00,0.3,TEMP,0,,3.0,°C,Fair
DEU01610,2023-03-27,00:00,0.3,O2-Dis,0,,10.8,mg/l,Fair
DEU01610,2023-07-20,00:00,0.3,TEMP,0,,21.7,°C,Fair
DEU01610,2023-07-20,00:00,0.3,pH,0,,7.5,---,Fair
DEU01610,2023-08-15,00:00,0.3,pH,0,,7.5,---,Fair
DEU01610,2023-10-11,00:00,0.3,O2-Dis,0,,4.3,mg/l,Fair
DEU01610,2023-10-11,00:00,0.3,pH,0,,7.4,---,Fair
DEU01619,2023-04-11,00:00,0.3,NO3N,0,,0.4288946,mg/l,Fair
DEU01619,2023-05-10,00:00,0.3,O2-Dis,0,,15.1,mg/l,Fair
DEU01619,2023-05-10,00:00,0.3,pH,0,,9.4,---,Fair
DEU01619,2023-06-07,00:00,0.3,O2-Dis,0,,12.6,mg/l,Fair
DEU01619,2023-07-12,00:00,0.3,NO3N,0,<,0.09932296,mg/l,Fair
DEU01619,2023-09-06,00:00,0.3,NO3N,0,<,0.09932296,mg/l,Fair
DEU01619,2023-09-06,00:00,0.3,pH,0,,9.4,---,Fair
DEU01619,2023-10-10,00:00,0.3,NO3N,0,<,0.09932296,mg/l,Fair
DEU01619,2023-09-06,00:00,0.3,TEMP,0,,21.7,°C,Fair
DEU01619,2023-05-10,00:00,0.3,NO3N,0,<,0.09932296,mg/l,Fair
DEU01619,2023-06-07,00:00,0.3,EC,0,,46.6,µS/cm,Fair
DEU01619,2023-06-07,00:00,0.3,pH,0,,9.6,---,Fair
DEU01619,2023-07-12,00:00,0.3,TEMP,0,,22.3,°C,Fair
DEU01619,2023-09-06,00:00,0.3,EC,0,,42.4,µS/cm,Fair
DEU01619,2023-10-10,00:00,0.3,pH,0,,8.5,---,Fair
DEU01619,2023-05-10,00:00,0.3,TEMP,0,,11.8,°C,Fair
DEU01619,2023-06-07,00:00,0.3,NO3N,0,<,0.09932296,mg/l,Fair
DEU01619,2023-07-12,00:00,0.3,O2-Dis,0,,13.5,mg/l,Fair
DEU01619,2023-07-12,00:00,0.3,EC,0,,75.4,µS/cm,Fair
DEU01619,2023-07-12,00:00,0.3,pH,0,,9.8,---,Fair
DEU01619,2023-04-11,00:00,0.3,TEMP,0,,6.9,°C,Fair
DEU01619,2023-04-11,00:00,0.3,O2-Dis,0,,15.4,mg/l,Fair
DEU01619,2023-04-11,00:00,0.3,EC,0,,47.1,µS/cm,Fair
DEU01619,2023-04-11,00:00,0.3,pH,0,,8.3,---,Fair
DEU01619,2023-05-10,00:00,0.3,EC,0,,45.3,µS/cm,Fair
DEU01619,2023-06-07,00:00,0.3,TEMP,0,,20.6,°C,Fair
DEU01619,2023-09-06,00:00,0.3,O2-Dis,0,,11.1,mg/l,Fair
DEU01619,2023-10-10,00:00,0.3,TEMP,0,,16.1,°C,Fair
DEU01619,2023-10-10,00:00,0.3,O2-Dis,0,,8.7,mg/l,Fair
DEU01619,2023-10-10,00:00,0.3,EC,0,,43.9,µS/cm,Fair
DEU01623,2023-03-13,00:00,0.3,TEMP,0,,4.3,°C,Fair
DEU01623,2023-05-09,00:00,0.3,O2-Dis,0,,10.0,mg/l,Fair
DEU01623,2023-05-09,00:00,0.3,pH,0,,8.39,---,Fair
DEU01623,2023-09-07,00:00,0.3,EC,0,,712.0,µS/cm,Fair
DEU01623,2023-09-07,00:00,0.3,pH,0,,10.1,---,Fair
DEU01623,2023-10-18,00:00,0.3,pH,0,,9.43,---,Fair
DEU01623,2023-03-13,00:00,0.3,O2-Dis,0,,12.2,mg/l,Fair
DEU01623,2023-03-13,00:00,0.3,EC,0,,760.0,µS/cm,Fair
DEU01623,2023-05-09,00:00,0.3,EC,0,,703.0,µS/cm,Fair
DEU01623,2023-06-14,00:00,0.3,TEMP,0,,22.4,°C,Fair
DEU01623,2023-06-14,00:00,0.3,O2-Dis,0,,8.7,mg/l,Fair
DEU01623,2023-07-21,00:00,0.3,pH,0,,9.65,---,Fair
DEU01623,2023-10-18,00:00,0.3,TEMP,0,,11.9,°C,Fair
DEU01623,2023-10-18,00:00,0.3,EC,0,,754.0,µS/cm,Fair
DEU01623,2023-05-09,00:00,0.3,TEMP,0,,13.9,°C,Fair
DEU01623,2023-06-14,00:00,0.3,EC,0,,726.0,µS/cm,Fair
DEU01623,2023-06-14,00:00,0.3,pH,0,,9.16,---,Fair
DEU01623,2023-03-13,00:00,0.3,pH,0,,7.62,---,Fair
DEU01623,2023-07-21,00:00,0.3,TEMP,0,,21.8,°C,Fair
DEU01623,2023-07-21,00:00,0.3,O2-Dis,0,,8.7,mg/l,Fair
DEU01623,2023-09-07,00:00,0.3,TEMP,0,,23.0,°C,Fair
DEU01623,2023-07-21,00:00,0.3,EC,0,,721.0,µS/cm,Fair
DEU01623,2023-09-07,00:00,0.3,O2-Dis,0,,14.3,mg/l,Fair
DEU01623,2023-10-18,00:00,0.3,O2-Dis,0,,9.0,mg/l,Fair
DEU01636,2023-06-06,00:00,0.3,TEMP,0,,20.5,°C,Fair
DEU01636,2023-06-06,00:00,0.3,O2-Dis,0,,10.2,mg/l,Fair
DEU01636,2023-06-06,00:00,0.3,pH,0,,8.5,---,Fair
DEU01636,2023-07-12,00:00,0.3,TEMP,0,,23.5,°C,Fair
DEU01636,2023-08-08,00:00,0.3,O2-Dis,0,,9.3,mg/l,Fair
DEU01636,2023-09-05,00:00,0.3,TEMP,0,,20.3,°C,Fair
DEU01636,2023-09-05,00:00,0.3,pH,0,,8.1,---,Fair
DEU01636,2023-04-04,00:00,0.3,TEMP,0,,6.7,°C,Fair
DEU01636,2023-04-04,00:00,0.3,EC,0,,84.8,µS/cm,Fair
DEU01636,2023-06-06,00:00,0.3,EC,0,,83.6,µS/cm,Fair
DEU01636,2023-08-08,00:00,0.3,pH,0,,8.3,---,Fair
DEU01636,2023-10-10,00:00,0.3,TEMP,0,,15.9,°C,Fair
DEU01636,2023-10-10,00:00,0.3,O2-Dis,0,,8.6,mg/l,Fair
DEU01636,2023-10-10,00:00,0.3,EC,0,,83.5,µS/cm,Fair
DEU01636,2023-10-10,00:00,0.3,pH,0,,8.0,---,Fair
DEU01636,2023-11-07,00:00,0.3,pH,0,,8.0,---,Fair
DEU01636,2023-01-10,00:00,0.3,O2-Dis,0,,12.5,mg/l,Fair
DEU01636,2023-01-10,00:00,0.3,EC,0,,87.1,µS/cm,Fair
DEU01636,2023-04-04,00:00,0.3,pH,0,,8.3,---,Fair
DEU01636,2023-05-09,00:00,0.3,O2-Dis,0,,10.5,mg/l,Fair
DEU01636,2023-05-09,00:00,0.3,pH,0,,8.1,---,Fair
DEU01636,2023-11-07,00:00,0.3,TEMP,0,,10.5,°C,Fair
DEU01636,2023-11-07,00:00,0.3,O2-Dis,0,,10.0,mg/l,Fair
DEU01636,2023-01-10,00:00,0.3,TEMP,0,,5.0,°C,Fair
DEU01636,2023-01-10,00:00,0.3,pH,0,,8.1,---,Fair
DEU01636,2023-04-04,00:00,0.3,O2-Dis,0,,12.8,mg/l,Fair
DEU01636,2023-05-09,00:00,0.3,EC,0,,83.7,µS/cm,Fair
DEU01636,2023-07-12,00:00,0.3,O2-Dis,0,,9.9,mg/l,Fair
